"Countries, territories and areas; Year,""Maternal mortality ratio (per 100 000 live births)"",""Number of maternal deaths"""
"Cyprus; 2017,""49 [38-65]"",""6 [5-8]"""
"Cyprus; 2016,""42 [32-57]"",""6 [5-8]"""
"Cyprus; 2015,""42 [31-58]"",""6 [4-8]"""
"Cyprus; 2014,""39 [28-55]"",""5 [4-7]"""
"Cyprus; 2013,""36 [25-52]"",""5 [3-7]"""
"Cyprus; 2012,""32 [21-46]"",""4 [3-6]"""
"Cyprus; 2011,""31 [20-46]"",""4 [3-6]"""
"Cyprus; 2010,""27 [17-41]"",""4 [2-6]"""
"Cyprus; 2009,""30 [19-47]"",""4 [3-7]"""
"Cyprus; 2008,""27 [17-43]"",""3 [2-6]"""
"Cyprus; 2007,""26 [16-42]"",""3 [2-5]"""
"Cyprus; 2006,""31 [19-50]"",""4 [2-6]"""
"Cyprus; 2005,""27 [16-45]"",""3 [2-5]"""
"Cyprus; 2004,""32 [19-53]"",""4 [2-6]"""
"Cyprus; 2003,""31 [18-52]"",""4 [2-6]"""
"Cyprus; 2002,""34 [20-58]"",""4 [2-6]"""
"Cyprus; 2001,""33 [19-55]"",""4 [2-7]"""
"Cyprus; 2000,""33 [19-56]"",""4 [2-7]"""
"Cyprus; 1999,""33 [19-55]"",""4 [2-7]"""
"Cyprus; 1998,""31 [19-53]"",""4 [2-6]"""
"Cyprus; 1997,""34 [20-57]"",""4 [3-7]"""
"Cyprus; 1996,""34 [21-57]"",""4 [3-7]"""
"Cyprus; 1995,""34 [21-57]"",""4 [3-7]"""
"Cyprus; 1994,""37 [23-60]"",""5 [3-8]"""
"Cyprus; 1993,""32 [20-52]"",""5 [3-8]"""
"Cyprus; 1992,""35 [22-56]"",""6 [3-9]"""
"Cyprus; 1991,""35 [22-56]"",""5 [3-8]"""
"Cyprus; 1990,""38 [24-62]"",""6 [4-9]"""
"Cyprus; 1989,""37 [22-61]"",""6 [3-9]"""
"Cyprus; 1988,""38 [23-63]"",""6 [3-9]"""
"Cyprus; 1987,""38 [22-65]"",""6 [3-10]"""
"Cyprus; 1986,""40 [22-70]"",""6 [3-10]"""
"Cyprus; 1985,""38 [21-68]"",""6 [3-10]"""
"Czechia; 2020,""3 [2-5]"",""4 [2-5]"""
"Czechia; 2019,""3 [2-5]"",""4 [3-5]"""
"Czechia; 2018,""3 [2-4]"",""4 [3-5]"""
"Czechia; 2017,""3 [2-4]"",""4 [3-5]"""
"Czechia; 2016,""3 [3-5]"",""4 [3-5]"""
"Czechia; 2015,""4 [3-5]"",""4 [3-5]"""
"Czechia; 2014,""3 [2-4]"",""3 [3-4]"""
"Czechia; 2013,""3 [3-4]"",""4 [3-5]"""
"Czechia; 2012,""4 [3-5]"",""4 [3-5]"""
"Czechia; 2011,""4 [3-5]"",""4 [3-5]"""
"Czechia; 2010,""4 [3-5]"",""5 [4-6]"""
"Czechia; 2009,""5 [4-6]"",""5 [4-7]"""
"Czechia; 2008,""5 [4-6]"",""5 [4-7]"""
"Czechia; 2007,""5 [4-6]"",""6 [4-7]"""
"Czechia; 2006,""5 [4-6]"",""5 [4-6]"""
"Czechia; 2005,""5 [4-7]"",""5 [4-7]"""
"Czechia; 2004,""6 [5-7]"",""6 [4-7]"""
"Czechia; 2003,""6 [5-8]"",""6 [5-8]"""
"Czechia; 2002,""7 [5-8]"",""6 [5-8]"""
"Czechia; 2001,""8 [6-9]"",""7 [6-9]"""
"Czechia; 2000,""8 [6-10]"",""7 [6-9]"""
"Czechia; 1999,""7 [5-8]"",""6 [5-7]"""
"Czechia; 1998,""7 [6-8]"",""6 [5-8]"""
"Czechia; 1997,""8 [6-10]"",""7 [6-9]"""
"Czechia; 1996,""8 [7-10]"",""7 [6-9]"""
"Czechia; 1995,""11 [9-14]"",""11 [9-13]"""
"Czechia; 1994,""11 [9-13]"",""11 [9-14]"""
"Czechia; 1993,""12 [11-15]"",""15 [13-18]"""
"Czechia; 1992,""13 [11-16]"",""16 [13-19]"""
"Czechia; 1991,""13 [11-16]"",""17 [15-21]"""
"Czechia; 1990,""13 [11-16]"",""17 [15-21]"""
"Czechia; 1989,""14 [11-17]"",""17 [14-21]"""
"Czechia; 1988,""13 [11-17]"",""17 [14-22]"""
"Czechia; 1987,""13 [11-17]"",""17 [14-22]"""
"Czechia; 1986,""14 [11-19]"",""19 [15-25]"""
"Czechia; 1985,""13 [10-18]"",""18 [13-24]"""
"Democratic People's South_Korea; 2020,""107 [46-249]"",""368 [158-860]"""
"Democratic People's South_Korea; 2019,""106 [46-246]"",""368 [160-853]"""
"Democratic People's South_Korea; 2018,""107 [47-244]"",""371 [163-844]"""
"Democratic People's South_Korea; 2017,""108 [48-242]"",""371 [166-836]"""
"Democratic People's South_Korea; 2016,""109 [49-241]"",""373 [169-828]"""
"Democratic People's South_Korea; 2015,""108 [50-240]"",""371 [171-820]"""
"Democratic People's South_Korea; 2014,""85 [39-183]"",""286 [132-620]"""
"Democratic People's South_Korea; 2013,""96 [44-206]"",""316 [147-681]"""
"Democratic People's South_Korea; 2012,""108 [51-231]"",""349 [164-747]"""
"Democratic People's South_Korea; 2011,""120 [57-252]"",""378 [181-793]"""
"Democratic People's South_Korea; 2010,""130 [63-267]"",""409 [197-839]"""
"Democratic People's South_Korea; 2009,""131 [64-264]"",""443 [215-889]"""
"Democratic People's South_Korea; 2008,""139 [67-277]"",""476 [229-947]"""
"Democratic People's South_Korea; 2007,""138 [68-270]"",""468 [230-918]"""
"Democratic People's South_Korea; 2006,""131 [64-254]"",""449 [222-873]"""
"Democratic People's South_Korea; 2005,""122 [61-234]"",""427 [215-818]"""
"Democratic People's South_Korea; 2004,""131 [66-249]"",""470 [237-896]"""
"Democratic People's South_Korea; 2003,""123 [63-232]"",""447 [228-843]"""
"Democratic People's South_Korea; 2002,""188 [98-352]"",""716 [373-1 338]"""
"Democratic People's South_Korea; 2001,""172 [92-322]"",""687 [366-1 284]"""
"Democratic People's South_Korea; 2000,""186 [101-343]"",""755 [411-1 396]"""
"Democratic People's South_Korea; 1999,""175 [97-319]"",""736 [409-1 343]"""
"Democratic People's South_Korea; 1998,""164 [93-297]"",""707 [400-1 279]"""
"Democratic People's South_Korea; 1997,""156 [89-278]"",""683 [391-1 217]"""
"Democratic People's South_Korea; 1996,""165 [95-287]"",""745 [430-1 296]"""
"Democratic People's South_Korea; 1995,""158 [93-273]"",""725 [424-1 249]"""
"Democratic People's South_Korea; 1994,""73 [43-124]"",""335 [199-568]"""
"Democratic People's South_Korea; 1993,""50 [30-84]"",""226 [135-379]"""
"Democratic People's South_Korea; 1992,""70 [42-116]"",""311 [187-521]"""
"Democratic People's South_Korea; 1991,""77 [46-128]"",""337 [202-562]"""
"Democratic People's South_Korea; 1990,""76 [46-127]"",""325 [197-543]"""
"Democratic People's South_Korea; 1989,""85 [51-142]"",""349 [210-584]"""
"Democratic People's South_Korea; 1988,""92 [55-155]"",""375 [226-633]"""
"Democratic People's South_Korea; 1987,""100 [60-169]"",""404 [242-681]"""
"Democratic People's South_Korea; 1986,""106 [63-181]"",""427 [253-727]"""
"Democratic People's South_Korea; 1985,""115 [67-198]"",""454 [265-781]"""
"Congo; 2020,""547 [377-907]"",""21 511 [14 830-35 662]"""
"Congo; 2019,""541 [378-880]"",""20 758 [14 499-33 770]"""
"Congo; 2018,""543 [382-868]"",""20 370 [14 327-32 551]"""
"Congo; 2017,""570 [406-883]"",""20 796 [14 790-32 210]"""
"Congo; 2016,""562 [403-847]"",""19 846 [14 221-29 923]"""
"Congo; 2015,""578 [421-858]"",""19 836 [14 445-29 446]"""
"Congo; 2014,""573 [423-832]"",""19 178 [14 140-27 831]"""
"Congo; 2013,""585 [439-817]"",""18 981 [14 244-26 543]"""
"Congo; 2012,""595 [450-814]"",""18 876 [14 264-25 810]"""
"Congo; 2011,""585 [448-779]"",""17 954 [13 737-23 919]"""
"Congo; 2010,""601 [465-785]"",""17 785 [13 762-23 220]"""
"Congo; 2009,""603 [471-776]"",""17 292 [13 511-22 260]"""
"Congo; 2008,""621 [488-791]"",""17 172 [13 510-21 890]"""
"Congo; 2007,""629 [495-795]"",""16 813 [13 248-21 278]"""
"Congo; 2006,""619 [487-786]"",""16 035 [12 613-20 371]"""
"Congo; 2005,""635 [497-808]"",""15 864 [12 411-20 195]"""
"Congo; 2004,""643 [501-821]"",""15 607 [12 157-19 920]"""
"Congo; 2003,""655 [503-838]"",""15 526 [11 933-19 872]"""
"Congo; 2002,""662 [502-852]"",""15 297 [11 598-19 689]"""
"Congo; 2001,""661 [499-854]"",""14 836 [11 208-19 181]"""
"Congo; 2000,""668 [499-869]"",""14 617 [10 915-19 016]"""
"Congo; 1999,""694 [512-907]"",""14 777 [10 904-19 304]"""
"Congo; 1998,""701 [513-925]"",""14 525 [10 628-19 150]"""
"Congo; 1997,""750 [544-996]"",""15 496 [11 254-20 577]"""
"Congo; 1996,""809 [590-1 080]"",""16 861 [12 294-22 504]"""
"Congo; 1995,""752 [548-1 011]"",""15 381 [11 208-20 683]"""
"Congo; 1994,""807 [584-1 093]"",""15 156 [10 966-20 534]"""
"Congo; 1993,""836 [604-1 135]"",""15 085 [10 892-20 469]"""
"Congo; 1992,""877 [625-1 198]"",""15 438 [11 004-21 092]"""
"Congo; 1991,""896 [633-1 238]"",""15 341 [10 841-21 209]"""
"Congo; 1990,""912 [641-1 274]"",""15 069 [10 593-21 051]"""
"Congo; 1989,""952 [663-1 343]"",""15 334 [10 678-21 630]"""
"Congo; 1988,""989 [681-1 411]"",""15 502 [10 675-22 118]"""
"Congo; 1987,""1 057 [713-1 530]"",""16 160 [10 903-23 396]"""
"Congo; 1986,""1 105 [730-1 618]"",""16 347 [10 810-23 949]"""
"Congo; 1985,""1 171 [758-1 732]"",""16 787 [10 858-24 822]"""
"Denmark; 2020,""5 [4-6]"",""3 [2-4]"""
"Denmark; 2019,""5 [4-6]"",""3 [2-3]"""
"Denmark; 2018,""5 [4-6]"",""3 [2-4]"""
"Denmark; 2017,""5 [4-6]"",""3 [2-4]"""
"Denmark; 2016,""5 [5-7]"",""3 [3-4]"""
"Denmark; 2015,""6 [5-7]"",""3 [3-4]"""
"Denmark; 2014,""5 [4-6]"",""3 [2-4]"""
"Denmark; 2013,""5 [4-6]"",""3 [2-3]"""
"Denmark; 2012,""6 [6-7]"",""4 [3-4]"""
"Denmark; 2011,""7 [6-8]"",""4 [3-5]"""
"Denmark; 2010,""7 [6-7]"",""4 [4-5]"""
"Denmark; 2009,""7 [6-8]"",""4 [4-5]"""
"Denmark; 2008,""7 [6-8]"",""4 [4-5]"""
"Denmark; 2007,""7 [6-8]"",""5 [4-5]"""
"Denmark; 2006,""7 [6-7]"",""4 [4-5]"""
"Denmark; 2005,""7 [6-8]"",""4 [4-5]"""
"Denmark; 2004,""7 [6-8]"",""5 [4-5]"""
"Denmark; 2003,""8 [7-9]"",""5 [4-6]"""
"Denmark; 2002,""8 [7-9]"",""5 [5-6]"""
"Denmark; 2001,""8 [7-9]"",""5 [5-6]"""
"Denmark; 2000,""8 [7-9]"",""5 [5-6]"""
"Denmark; 1999,""9 [8-10]"",""6 [5-7]"""
"Denmark; 1998,""9 [8-10]"",""6 [5-7]"""
"Denmark; 1997,""10 [8-11]"",""6 [6-7]"""
"Denmark; 1996,""10 [9-11]"",""7 [6-8]"""
"Denmark; 1995,""10 [9-12]"",""7 [6-8]"""
"Denmark; 1994,""10 [9-12]"",""7 [6-8]"""
"Denmark; 1993,""11 [9-12]"",""7 [6-8]"""
"Denmark; 1992,""11 [9-12]"",""7 [6-8]"""
"Denmark; 1991,""11 [10-13]"",""7 [6-8]"""
"Denmark; 1990,""12 [10-13]"",""7 [6-8]"""
"Denmark; 1989,""13 [11-14]"",""8 [7-9]"""
"Denmark; 1988,""13 [11-15]"",""8 [7-9]"""
"Denmark; 1987,""11 [9-13]"",""6 [5-7]"""
"Denmark; 1986,""11 [9-13]"",""6 [5-7]"""
"Denmark; 1985,""11 [10-14]"",""6 [5-7]"""
"Djibouti; 2020,""234 [105-530]"",""56 [25-127]"""
"Djibouti; 2019,""244 [110-549]"",""59 [26-132]"""
"Djibouti; 2018,""257 [117-573]"",""62 [28-137]"""
"Djibouti; 2017,""247 [114-542]"",""59 [27-130]"""
"Djibouti; 2016,""251 [118-549]"",""60 [28-132]"""
"Djibouti; 2015,""244 [116-520]"",""59 [28-125]"""
"Djibouti; 2014,""236 [114-498]"",""57 [27-119]"""
"Djibouti; 2013,""246 [120-507]"",""59 [29-122]"""
"Djibouti; 2012,""257 [128-531]"",""62 [31-128]"""
"Djibouti; 2011,""269 [136-550]"",""64 [33-132]"""
"Djibouti; 2010,""274 [139-554]"",""66 [33-133]"""
"Djibouti; 2009,""294 [149-590]"",""71 [36-142]"""
"Djibouti; 2008,""322 [165-642]"",""77 [40-154]"""
"Djibouti; 2007,""325 [167-640]"",""78 [40-154]"""
"Djibouti; 2006,""322 [169-634]"",""81 [42-159]"""
"Djibouti; 2005,""368 [194-726]"",""92 [49-182]"""
"Djibouti; 2004,""394 [209-771]"",""102 [54-200]"""
"Djibouti; 2003,""440 [236-859]"",""115 [61-223]"""
"Djibouti; 2002,""454 [244-878]"",""118 [64-228]"""
"Djibouti; 2001,""487 [266-921]"",""122 [66-230]"""
"Djibouti; 2000,""512 [279-960]"",""128 [70-240]"""
"Djibouti; 1999,""534 [293-979]"",""128 [70-235]"""
"Djibouti; 1998,""611 [337-1 100]"",""140 [78-253]"""
"Djibouti; 1997,""614 [341-1 090]"",""135 [75-240]"""
"Djibouti; 1996,""634 [358-1 111]"",""139 [79-244]"""
"Djibouti; 1995,""618 [355-1 076]"",""136 [78-237]"""
"Djibouti; 1994,""620 [361-1 075]"",""143 [83-247]"""
"Djibouti; 1993,""630 [371-1 077]"",""145 [85-248]"""
"Djibouti; 1992,""630 [370-1 062]"",""157 [92-266]"""
"Djibouti; 1991,""626 [368-1 053]"",""150 [88-253]"""
"Djibouti; 1990,""679 [398-1 141]"",""143 [84-240]"""
"Djibouti; 1989,""667 [393-1 126]"",""133 [79-225]"""
"Djibouti; 1988,""651 [382-1 110]"",""124 [73-211]"""
"Djibouti; 1987,""654 [380-1 124]"",""118 [68-202]"""
"Djibouti; 1986,""685 [394-1 190]"",""116 [67-202]"""
"Djibouti; 1985,""707 [407-1 263]"",""113 [65-202]"""
"Dominican_Republic; 2020,""107 [87-133]"",""222 [180-275]"""
"Dominican_Republic; 2019,""103 [88-121]"",""216 [185-254]"""
"Dominican_Republic; 2018,""109 [98-122]"",""233 [210-259]"""
"Dominican_Republic; 2017,""104 [97-112]"",""222 [207-238]"""
"Dominican_Republic; 2016,""102 [96-108]"",""218 [205-232]"""
"Dominican_Republic; 2015,""99 [93-105]"",""212 [200-225]"""
"Dominican_Republic; 2014,""96 [90-101]"",""206 [194-218]"""
"Dominican_Republic; 2013,""93 [88-98]"",""201 [190-212]"""
"Dominican_Republic; 2012,""91 [87-96]"",""197 [188-207]"""
"Dominican_Republic; 2011,""93 [89-98]"",""201 [191-211]"""
"Dominican_Republic; 2010,""92 [87-96]"",""198 [189-208]"""
"Dominican_Republic; 2009,""93 [89-98]"",""200 [190-210]"""
"Dominican_Republic; 2008,""92 [88-97]"",""193 [184-203]"""
"Dominican_Republic; 2007,""89 [85-94]"",""182 [173-192]"""
"Dominican_Republic; 2006,""85 [81-89]"",""173 [164-182]"""
"Dominican_Republic; 2005,""87 [83-91]"",""179 [170-188]"""
"Dominican_Republic; 2004,""81 [77-86]"",""169 [161-178]"""
"Dominican_Republic; 2003,""75 [71-78]"",""156 [148-164]"""
"Dominican_Republic; 2002,""70 [67-74]"",""148 [140-156]"""
"Dominican_Republic; 2001,""69 [65-72]"",""145 [137-152]"""
"Dominican_Republic; 2000,""79 [75-84]"",""168 [159-178]"""
"Dominican_Republic; 1999,""93 [86-99]"",""196 [181-210]"""
"Dominican_Republic; 1998,""107 [95-119]"",""223 [199-249]"""
"Dominican_Republic; 1997,""112 [96-130]"",""239 [205-277]"""
"Dominican_Republic; 1996,""127 [105-154]"",""275 [228-334]"""
"Dominican_Republic; 1995,""131 [105-166]"",""288 [229-363]"""
"Dominican_Republic; 1994,""133 [103-173]"",""295 [227-382]"""
"Dominican_Republic; 1993,""133 [100-178]"",""296 [221-395]"""
"Dominican_Republic; 1992,""142 [103-195]"",""315 [230-434]"""
"Dominican_Republic; 1991,""139 [99-197]"",""309 [220-438]"""
"Dominican_Republic; 1990,""137 [95-199]"",""303 [210-439]"""
"Dominican_Republic; 1989,""138 [91-205]"",""301 [200-450]"""
"Dominican_Republic; 1988,""140 [90-220]"",""300 [192-471]"""
"Dominican_Republic; 1987,""152 [94-247]"",""319 [197-519]"""
"Dominican_Republic; 1986,""153 [91-259]"",""319 [190-540]"""
"Dominican_Republic; 1985,""154 [89-270]"",""317 [184-557]"""
"Ecuador; 2020,""66 [52-86]"",""197 [157-256]"""
"Ecuador; 2019,""74 [66-84]"",""221 [198-253]"""
"Ecuador; 2018,""71 [64-80]"",""213 [192-240]"""
"Ecuador; 2017,""69 [62-77]"",""206 [187-230]"""
"Ecuador; 2016,""70 [63-77]"",""209 [189-231]"""
"Ecuador; 2015,""66 [60-73]"",""200 [181-220]"""
"Ecuador; 2014,""65 [58-71]"",""200 [181-220]"""
"Ecuador; 2013,""72 [65-78]"",""226 [204-247]"""
"Ecuador; 2012,""72 [65-78]"",""233 [211-255]"""
"Ecuador; 2011,""73 [66-80]"",""242 [219-265]"""
"Ecuador; 2010,""76 [69-83]"",""250 [225-273]"""
"Ecuador; 2009,""86 [77-94]"",""281 [252-307]"""
"Ecuador; 2008,""88 [79-96]"",""285 [255-311]"""
"Ecuador; 2007,""88 [79-97]"",""286 [256-313]"""
"Ecuador; 2006,""90 [81-99]"",""290 [259-318]"""
"Ecuador; 2005,""92 [82-102]"",""295 [264-325]"""
"Ecuador; 2004,""94 [84-104]"",""301 [268-333]"""
"Ecuador; 2003,""98 [87-108]"",""313 [278-346]"""
"Ecuador; 2002,""111 [99-124]"",""357 [316-395]"""
"Ecuador; 2001,""116 [103-129]"",""372 [331-413]"""
"Ecuador; 2000,""120 [107-134]"",""386 [343-429]"""
"Ecuador; 1999,""123 [110-137]"",""397 [354-443]"""
"Ecuador; 1998,""127 [114-142]"",""410 [367-459]"""
"Ecuador; 1997,""141 [126-159]"",""455 [407-511]"""
"Ecuador; 1996,""145 [130-164]"",""466 [418-527]"""
"Ecuador; 1995,""149 [134-170]"",""479 [429-547]"""
"Ecuador; 1994,""154 [138-177]"",""493 [441-567]"""
"Ecuador; 1993,""162 [144-189]"",""515 [459-600]"""
"Ecuador; 1992,""176 [156-206]"",""558 [495-654]"""
"Ecuador; 1991,""183 [162-217]"",""580 [511-686]"""
"Ecuador; 1990,""183 [160-220]"",""574 [502-688]"""
"Ecuador; 1989,""187 [162-228]"",""584 [507-711]"""
"Ecuador; 1988,""207 [178-254]"",""638 [549-784]"""
"Ecuador; 1987,""167 [128-231]"",""512 [392-711]"""
"Ecuador; 1986,""216 [183-274]"",""660 [559-837]"""
"Ecuador; 1985,""239 [201-311]"",""718 [605-937]"""
"Egypt; 2020,""17 [13-22]"",""417 [312-540]"""
"Egypt; 2019,""18 [14-23]"",""442 [339-560]"""
"Egypt; 2018,""19 [15-24]"",""486 [384-607]"""
"Egypt; 2017,""20 [16-24]"",""502 [409-616]"""
"Egypt; 2016,""21 [18-26]"",""549 [457-664]"""
"Egypt; 2015,""24 [20-29]"",""657 [554-786]"""
"Egypt; 2014,""25 [22-30]"",""686 [586-809]"""
"Egypt; 2013,""28 [24-33]"",""749 [641-873]"""
"Egypt; 2012,""31 [27-36]"",""791 [680-917]"""
"Egypt; 2011,""34 [30-40]"",""840 [727-968]"""
"Egypt; 2010,""38 [33-44]"",""905 [787-1 041]"""
"Egypt; 2009,""40 [35-46]"",""900 [788-1 035]"""
"Egypt; 2008,""44 [38-51]"",""960 [844-1 108]"""
"Egypt; 2007,""48 [42-56]"",""1 031 [907-1 200]"""
"Egypt; 2006,""53 [46-62]"",""1 104 [965-1 287]"""
"Egypt; 2005,""58 [50-67]"",""1 185 [1 029-1 385]"""
"Egypt; 2004,""63 [54-73]"",""1 260 [1 089-1 473]"""
"Egypt; 2003,""66 [57-78]"",""1 314 [1 135-1 552]"""
"Egypt; 2002,""73 [62-86]"",""1 428 [1 222-1 694]"""
"Egypt; 2001,""76 [64-90]"",""1 479 [1 257-1 755]"""
"Egypt; 2000,""79 [67-95]"",""1 529 [1 288-1 822]"""
"Egypt; 1999,""84 [70-101]"",""1 605 [1 335-1 927]"""
"Egypt; 1998,""87 [71-104]"",""1 647 [1 358-1 986]"""
"Egypt; 1997,""95 [78-116]"",""1 778 [1 461-2 164]"""
"Egypt; 1996,""99 [81-121]"",""1 835 [1 505-2 251]"""
"Egypt; 1995,""100 [82-123]"",""1 868 [1 534-2 295]"""
"Egypt; 1994,""109 [90-135]"",""2 044 [1 679-2 524]"""
"Egypt; 1993,""111 [92-137]"",""2 099 [1 727-2 573]"""
"Egypt; 1992,""118 [97-145]"",""2 249 [1 838-2 764]"""
"Egypt; 1991,""118 [96-146]"",""2 219 [1 808-2 748]"""
"Egypt; 1990,""125 [101-156]"",""2 371 [1 915-2 956]"""
"Egypt; 1989,""126 [100-160]"",""2 429 [1 936-3 083]"""
"Egypt; 1988,""131 [103-170]"",""2 561 [2 012-3 308]"""
"Egypt; 1987,""138 [106-182]"",""2 679 [2 056-3 540]"""
"Egypt; 1986,""143 [107-193]"",""2 750 [2 049-3 712]"""
"Egypt; 1985,""153 [112-211]"",""2 907 [2 124-4 021]"""
"El_Salvador; 2020,""43 [31-61]"",""44 [32-62]"""
"El_Salvador; 2019,""39 [29-53]"",""40 [30-55]"""
"El_Salvador; 2018,""45 [35-58]"",""46 [36-60]"""
"El_Salvador; 2017,""45 [36-56]"",""48 [38-60]"""
"El_Salvador; 2016,""42 [35-52]"",""47 [38-57]"""
"El_Salvador; 2015,""44 [37-53]"",""51 [42-61]"""
"El_Salvador; 2014,""41 [35-49]"",""49 [41-58]"""
"El_Salvador; 2013,""39 [33-47]"",""46 [40-55]"""
"El_Salvador; 2012,""38 [32-44]"",""44 [38-52]"""
"El_Salvador; 2011,""37 [31-43]"",""44 [37-51]"""
"El_Salvador; 2010,""36 [31-41]"",""43 [36-49]"""
"El_Salvador; 2009,""36 [31-41]"",""43 [37-49]"""
"El_Salvador; 2008,""34 [30-39]"",""41 [36-47]"""
"El_Salvador; 2007,""37 [33-41]"",""45 [41-51]"""
"El_Salvador; 2006,""36 [32-40]"",""45 [40-50]"""
"El_Salvador; 2005,""35 [32-39]"",""46 [41-51]"""
"El_Salvador; 2004,""35 [31-39]"",""47 [41-52]"""
"El_Salvador; 2003,""39 [34-45]"",""55 [48-63]"""
"El_Salvador; 2002,""39 [33-45]"",""58 [50-67]"""
"El_Salvador; 2001,""47 [41-56]"",""75 [64-88]"""
"El_Salvador; 2000,""49 [41-58]"",""81 [68-96]"""
"El_Salvador; 1999,""53 [45-63]"",""90 [76-108]"""
"El_Salvador; 1998,""61 [51-73]"",""106 [88-128]"""
"El_Salvador; 1997,""67 [56-82]"",""116 [96-142]"""
"El_Salvador; 1996,""81 [66-100]"",""142 [116-175]"""
"El_Salvador; 1995,""90 [72-112]"",""161 [129-200]"""
"El_Salvador; 1994,""100 [79-127]"",""179 [141-227]"""
"El_Salvador; 1993,""116 [90-150]"",""208 [162-268]"""
"El_Salvador; 1992,""124 [94-163]"",""224 [169-294]"""
"El_Salvador; 1991,""134 [99-178]"",""240 [178-321]"""
"El_Salvador; 1990,""143 [103-195]"",""258 [186-350]"""
"El_Salvador; 1989,""169 [118-237]"",""305 [214-430]"""
"El_Salvador; 1988,""166 [112-241]"",""300 [203-436]"""
"El_Salvador; 1987,""178 [116-271]"",""318 [208-486]"""
"El_Salvador; 1986,""190 [109-329]"",""332 [191-576]"""
"El_Salvador; 1985,""210 [128-344]"",""370 [225-606]"""
"Equatorial_Guinea; 2020,""212 [122-374]"",""106 [61-187]"""
"Equatorial_Guinea; 2019,""216 [124-375]"",""106 [61-184]"""
"Equatorial_Guinea; 2018,""219 [128-375]"",""107 [63-184]"""
"Equatorial_Guinea; 2017,""197 [119-331]"",""95 [57-159]"""
"Equatorial_Guinea; 2016,""182 [111-300]"",""88 [53-144]"""
"Equatorial_Guinea; 2015,""201 [124-332]"",""94 [58-156]"""
"Equatorial_Guinea; 2014,""207 [129-338]"",""95 [59-156]"""
"Equatorial_Guinea; 2013,""187 [119-301]"",""84 [54-136]"""
"Equatorial_Guinea; 2012,""179 [116-281]"",""79 [51-124]"""
"Equatorial_Guinea; 2011,""194 [127-301]"",""84 [55-130]"""
"Equatorial_Guinea; 2010,""211 [139-325]"",""89 [58-137]"""
"Equatorial_Guinea; 2009,""230 [151-352]"",""92 [61-141]"""
"Equatorial_Guinea; 2008,""231 [154-352]"",""90 [60-137]"""
"Equatorial_Guinea; 2007,""234 [157-351]"",""86 [58-130]"""
"Equatorial_Guinea; 2006,""241 [162-358]"",""87 [58-129]"""
"Equatorial_Guinea; 2005,""258 [175-381]"",""88 [59-129]"""
"Equatorial_Guinea; 2004,""286 [193-419]"",""94 [64-138]"""
"Equatorial_Guinea; 2003,""317 [214-466]"",""98 [66-144]"""
"Equatorial_Guinea; 2002,""351 [236-511]"",""105 [71-153]"""
"Equatorial_Guinea; 2001,""390 [263-571]"",""113 [76-166]"""
"Equatorial_Guinea; 2000,""427 [285-625]"",""119 [80-175]"""
"Equatorial_Guinea; 1999,""481 [322-706]"",""130 [87-191]"""
"Equatorial_Guinea; 1998,""553 [368-815]"",""144 [96-212]"""
"Equatorial_Guinea; 1997,""601 [397-882]"",""156 [103-229]"""
"Equatorial_Guinea; 1996,""725 [477-1 060]"",""181 [119-265]"""
"Equatorial_Guinea; 1995,""832 [548-1 218]"",""200 [132-292]"""
"Equatorial_Guinea; 1994,""959 [640-1 404]"",""230 [154-337]"""
"Equatorial_Guinea; 1993,""1 054 [697-1 541]"",""242 [160-355]"""
"Equatorial_Guinea; 1992,""1 070 [712-1 562]"",""246 [164-359]"""
"Equatorial_Guinea; 1991,""1 128 [748-1 658]"",""248 [165-365]"""
"Equatorial_Guinea; 1990,""1 179 [785-1 732]"",""248 [165-364]"""
"Equatorial_Guinea; 1989,""1 167 [763-1 732]"",""245 [160-364]"""
"Equatorial_Guinea; 1988,""1 199 [779-1 795]"",""240 [156-359]"""
"Equatorial_Guinea; 1987,""1 240 [801-1 875]"",""236 [152-356]"""
"Equatorial_Guinea; 1986,""1 263 [806-1 939]"",""227 [145-349]"""
"Equatorial_Guinea; 1985,""1 302 [809-2 019]"",""221 [138-343]"""
"Eritrea; 2020,""322 [207-508]"",""328 [211-519]"""
"Eritrea; 2019,""332 [215-518]"",""338 [219-528]"""
"Eritrea; 2018,""338 [222-518]"",""341 [225-524]"""
"Eritrea; 2017,""359 [240-545]"",""362 [242-550]"""
"Eritrea; 2016,""389 [262-580]"",""393 [265-586]"""
"Eritrea; 2015,""399 [271-582]"",""406 [276-594]"""
"Eritrea; 2014,""398 [275-574]"",""418 [289-603]"""
"Eritrea; 2013,""420 [297-599]"",""441 [312-629]"""
"Eritrea; 2012,""422 [304-597]"",""447 [322-633]"""
"Eritrea; 2011,""454 [332-633]"",""486 [355-677]"""
"Eritrea; 2010,""480 [355-657]"",""509 [376-696]"""
"Eritrea; 2009,""481 [361-649]"",""515 [387-694]"""
"Eritrea; 2008,""529 [403-700]"",""551 [419-728]"""
"Eritrea; 2007,""521 [399-677]"",""541 [415-704]"""
"Eritrea; 2006,""522 [404-675]"",""548 [424-708]"""
"Eritrea; 2005,""546 [423-701]"",""568 [440-729]"""
